,osm_id,build_name
3981,177654173,Foo Wah House
3982,177654175,Iau Kin Building
3983,177654176,Iau Keung Building
3984,178131448,Ching Hoy Lau
3985,178131449,Hoy Au Lau
3986,178131450,Hoy Kong Lau
3987,178131451,Pak Sha Lau
3988,178131452,Mei Fai House
3989,178131454,Tin Fai House
3990,178131455,Shek Pai Wan Lift Tower
3991,178131456,Shun Fung Lau
3992,178131457,On Fai House
3993,178131461,King Fai House
3994,178132918,Yat Fai House
3995,178132920,Fu Hong Society Rehabilita
3996,178132921,Yuk Fai House
3997,178132924,AKA Social Services
3998,178134249,Tin Hong House
3999,178134252,Tin Lai House
4000,178134254,Tin Chak House
4001,178134257,Tin Kin House
4002,178174720,HomeSquare
4003,178174724,JPMorgan Tower
4004,178174725,Tower 2
4005,178199563,Block A
4006,178199564,Block B
4007,178199569,KOLOUR鈥Tsuen Wan I
4008,178199573,Fullytech Centre
4009,178199617,Kwong Fat Building
4010,178199626,Yi Pei Square Mansion
4011,178425691,Pik Wai House
4012,178425698,Pik Yuet House
4013,178425700,Pik Fai House
4014,178425703,Pik Luk House
4015,178425707,Pik Long House
4016,178425710,Pik Yuen House
4017,178426156,Wah Chun House
4018,178426157,Wah Hong House
4019,178426507,Nan Fung Tower
4020,178426510,Li Po Chun Chambers
4021,178426512,Sun House
4022,178468773,Aberdeen Municipal Service
4023,178468777,Port Centre
4024,178468781,Albert House
4025,178468782,Kam Fung Building
4026,178474387,Shing Dao Industrial Building
4027,178481713,c5
4028,178481717,c3
4029,178591585,Choi On House
4030,178591590,Wu On House
4031,178591594,Tse On House
4032,178591595,Har On House
4033,178591602,Ngan On House
4034,178591606,Shan On House
4035,178591611,Pik On House
4036,178593590,Sheung Wan Zone Substation
4037,178593591,Sheung Wan Fire Station
4038,178593596,Central Police Station
4039,178593600,Sheung Wan Stormwater Pumping
4040,178594304,Sun Yat Sen Memorial
4041,178641914,SAGE Bradbury
4042,178641915,Hung Lai House
4043,178641916,Sun Ying Industrial Centre
4044,178641918,Tin Wan Market
4045,178641927,Tin Wan Station Building
4046,178641930,Hung Chak House
4047,178641948,SAGE Quan Chuen H
4048,178641949,Blue Box Factory Building
4049,178642800,Hong Kong Harbour Hotel
4050,178735582,Block A
4051,178735589,Block B
4052,178740235,Yen Shing Building
4053,178740236,Ka Wo Building
4054,178740237,Block 2
4055,178740240,Block A
4056,178740241,Full Jade Mansion
4057,178740242,Kingsun Computer Industrial B
4058,178740243,Ka Fook Court
4059,178740246,Man King Building
4060,178740248,Waterfront South
4061,178740250,Grand Marine Centre
4062,178740251,Block B
4063,178740252,Block 1
4064,178740912,Shun Fung Court
4065,178740914,Silver Mansion
4066,178740915,Yee Tiam Building
4067,178740917,Pelene Mansion
4068,178740918,Kian On House
4069,178740919,Ever Secure Mansion
4070,178740920,Kam Tseuk Mansion
4071,178740922,South View Garden
4072,178741318,South Terrace
4073,178741319,West Terrace
4074,178741320,East Terrace
4075,178741322,North Terrace
4076,178741323,Central Terrace
4077,178787652,Shui Fung House
4078,178787658,Shui Fai House
4079,178787661,Shui Fung House
4080,178787663,Shui Kwok House
4081,179006256,Block A
4082,179006257,Block B
4083,179006264,H Cube
4084,179006273,Tower 1
4085,179006274,Tower 2
4086,179006275,Tower 3
4087,179006276,Tower East
4088,179006277,Tower North
4089,179006278,Tower South
4090,179006279,Tower West
4091,179006291,Panda Hotel
4092,179006308,Global Gateway
4093,179091496,St. John's Building
4094,179636139,Towngas Aberdeen Depot
4095,179966082,Hong Kong Yaku
4096,179966097,Watsons Water Centre
4097,180123948,City Gallery
4098,180126593,I鏈 Two Chinachem Plaza
4099,180126594,Agricultural Bank of Ch
4100,180126595,China Insurance Group Buildin
4101,180933343,Metro Harbour View
4102,181425624,Lai Tak Plaza
4103,181433596,th Hong Kong Scout Group
4104,181433600,North Point Fresh Water Pu
4105,181590643,Changing Room
4106,181590647,Changing Room
4107,181594810,SkyPier
4108,181770597,Luk Hop Printing
4109,181773515,Pao Siu Loong Building
4110,181773520,Block B
4111,181773521,Block A
4112,181773526,Hung Hing Ying Building
4113,181966915,Mei Wah Building
4114,182021680,Tower 1
4115,182021681,Tower 2
4116,182021682,Tower 3
4117,182023171,Knowles Building
4118,182023173,K.K. Leung Building
4119,182023175,Main Library (O
4120,182023179,Library Extension
4121,182024491,Kadoorie Biological
4122,182172764,Chow Yei Ching Building
4123,182172765,Composite B
4124,182172767,Elliot Fresh Wate
4125,182172768,Simon K.Y. Lee Hall
4126,182172769,Haking Wong Building
4127,182173956,Western Barracks
4128,182203609,Runme Shaw Building
4129,182203618,Run Run Shaw Building
4130,182203620,Graduate House
4131,182203625,James Hsioung Lee Science Bui
4132,182203636,University Drive No. 2
4133,182203643,Rayson Huang Theatre
4134,182203645,Robert Black College
4135,182203649,Hui Oi Chow Science Building
4136,182203652,Chong Yuet Ming Amenities
4137,182208614,Eliot Hall
4138,182208617,May Hall
4139,182208619,Chong Yuet Ming Chemistry Bui
4140,182208628,Chong Yuet Ming Physics Build
4141,182208630,T.T. Tsui Building
4142,182208638,Swire Building
4143,182208641,Tang Chi Ngong Building
4144,182208644,Fung Ping Shan Building
4145,182213417,Yam Pak Building
4146,182298778,Visitor and Information
4147,182298784,Run Run Shaw Heritage House
4148,182301456,St. Louis School
4149,182329521,Suen Chi Sun Hall
4150,182329536,Lee Shau Kee Hall
4151,182329540,Morrison Hall
4152,182368836,Cheung Chau Ferry Pier
4153,182467442,Sun On Building
4154,182467444,Wing Hing House
4155,182467447,Kam Ling Court
4156,182467452,Tower 2
4157,182467466,Fu Yin Court
4158,182467474,Tower 1
4159,182467481,Hang Lung Bank We
4160,182467493,Graceful Court
4161,182467494,Sang Cheong Building
4162,182467499,Cheung Fat Building
4163,182467501,Wing Wah Mansion
4164,182534733,Siu Tak Building
4165,182534741,Tsung Tsin Mis
4166,182534750,Lechler Court
4167,182966999,Tak Loong House
4168,182967000,Tak Ying House
4169,182967001,Tak Long Estate Car Park
4170,182967002,Zone A
4171,182967005,Zone B
4172,182967006,Yan Ching House
4173,182967007,Mun Ching House
4174,182967008,Sheung Ching House
4175,182967009,Yuet Ching House
4176,182967010,Tak Yu House
4177,182967011,Lok Ching House
4178,182967012,Hong Ching House
4179,182967013,Tak Sui House
4180,182967014,Tak Kei House
4181,182967015,Tak Yiu House
4182,182967016,Tak Cheung House
4183,182967017,Tak Shan House
4184,182967018,Tak Pui House
4185,182999841,Electrical and Mecha
4186,183005009,Block 2
4187,183005010,Block 1
4188,183010861,HSBC Main Treasury
4189,183018578,Star Hall
4190,183028783,Camlux Hotel
4191,183152342,Yen Oi Garden
4192,183152344,Hill Road Court
4193,183152345,Hai Kwong Mansion
4194,183152346,Bowie Court
4195,183152348,Cheong Wan Mansion
4196,183152349,Tsui On Court
4197,183152351,Charmview Court
4198,183152352,omus U
4199,183152353,Fortune Villa
4200,183152355,ose Villas
4201,183152357,Kai Fung Building
4202,183152360,Wing Ga Building
4203,183152363,Fairview Court
4204,183241299,Kwai Fai House
4205,183241300,Kwai Hin House
4206,183241301,Kwai Leung House
4207,183241302,Kwai Sun House
4208,183241303,Kwai Yuet House
4209,183383622,Yau Tong Community Hall
4210,183383886,Yau Tong
4211,183430312,Block A
4212,183430313,Block B
4213,183471926,Fu Cheong Estate Car Park
4214,183471927,Nam Cheong Place
4215,183471930,Fu Hoi House
4216,183471931,Fu Leung House
4217,183471932,Fu Loy House
4218,183471933,Fu Loy House
4219,183471934,Fu Shing House
4220,183471935,Fu Shing House
4221,183471936,Fu Wen House
4222,183471937,Fu Wen House
4223,183471938,Fu Wong House
4224,183471939,Fu Wong House
4225,183471940,Fu Yee House
4226,183471941,Fu Ying House
4227,183471942,Fu Ying House
4228,183471943,Fu Yuet House
4229,183471944,Fu Yuet House
4230,183568240,Block A
4231,183568242,Block A
4232,183568244,Block B
4233,183568246,Block B
4234,183568266,Lee Shiu Building
4235,183774913,Tung Che Commercial Centre
4236,184157136,Kowloon Bay Health Centre
4237,184277026,WHC Kowloon Ventilation
4238,184284404,Wang Lok House
4239,184284405,Wang Yuk House
4240,184284409,Wang Hong House
4241,184284412,Wang Shun House
4242,184284418,Wang Yat House
4243,184291965,Wang Tak House
4244,184291968,Food+
4245,184429295,Cross Harbour Tunnel Ad
4246,184430871,Kerry Hotel Hong Kong
4247,184430875,Hung Hom Bay Substation
4248,184475403,Block 1
4249,184475404,Block 1
4250,184475405,Block 1
4251,184475408,Block 2
4252,184475410,Block 2
4253,184475411,Block 3
4254,184475412,Block 3
4255,184475413,Block 4
4256,184475414,Block 4
4257,184475415,Block 5
4258,184475416,Block 5
4259,184475417,Block 5
4260,184475418,Block 6
4261,184475419,Block 6
4262,184475420,Block 7
4263,184475421,Club House
4264,184475437,Th
4265,184491885,Mother of Good Counsel Parish
4266,184522126,Lei Yue Mun Plaza
4267,184551727,Lee Shau Kee Building
4268,184551728,Jockey Club Auditorium
4269,184553177,Heritage
4270,184560589,SKH Holy Carpenter Church
4271,184560596,St. Mary's Church Hung Hom
4272,184560599,Hung Hom Municipal Services B
4273,184561159,Zung Fu Carpark Building
4274,184561698,Highway Deaprtmen
4275,184573796,Tsim Sha Tsui Fire Station
4276,184574180,Tsim Sha Ts
4277,184574181,Kowloon Public Pier
4278,184575603,Kwun Yam Temple
4279,184618601,Gillies Avenue South Publi
4280,184619385,ikiki
4281,184619416,tar
4282,184619419,sso
4283,184619420,Shell
4284,184619424,Caltex
4285,184624591,Hong Kong Examination A
4286,184697433,OHO
4287,184705829,Western Wholesale Fo
4288,184706096,Health Educati
4289,184706138,Shun Tak Centre West Tower
4290,184706139,China Merchants Tower
4291,184720677,The Hong Kong Jockey
4292,184731572,East Wing
4293,184736525,Signal Tower
4294,184752034,Block A
4295,184752035,Block B
4296,184756566,n Ching Road Refuse Collection Point
4297,184758736,Rosary Church
4298,184759391,The Kowloon Hotel
4299,184762370,St. Ignatius Chapel
4300,184763040,Hong Kong Housing Au
4301,184765706,The Metropolis Residence Towe
4302,184765711,Bridal Tea House Hotel
4303,184765714,Harbour Plaza Metropolis
4304,184765715,The Metropolis Residence Towe
4305,184765724,Bou Lee Building
4306,184767233,Ma Tau Chung Fire Station
4307,184798456,Block A
4308,184798458,Block B
4309,184798462,Environmental Resource Centre
4310,184798470,Kennedy Road Zone Su
4311,184798473,Rumsey Street Multi-Sto
4312,184798475,Shun Tak Centre
4313,184798484,ai Ying Pun Ventilation Building
4314,184920401,Shek Kip Mei Esta
4315,184920404,Mei Yin House
4316,184920408,Mei Yick House
4317,184920413,Wai Kiu College
4318,184920417,Mei Sang House
4319,184922633,Mei Leong House
4320,184922635,Mei Wui House
4321,184922636,CCAC 璩介Μ鏈冨壍鎰忚棟琛撲腑蹇
4322,184922637,Mei Yue House
4323,184943296,Miramar Tower
4324,185025352,Auxiliary Medical Service
4325,185027311,To Kwa Wan
4326,185027312,Gainfall Centre
4327,185027541,Chi Chun Lau
4328,185034420,Former Regiona
4329,185035566,Kwun Chung Municipal Services
4330,185084369,Olympian City 2 Car Pa
4331,185084374,The Park Resort
4332,185086909,Tai Tin House
4333,185086925,Wan Tin House
4334,185086926,Lai Tin House
4335,185086927,Cheung Tin House
4336,185087340,The Peak Lookout
4337,185087349,Peak Tramways Company L
4338,185090406,Wing Chak House
4339,185090408,Wah Chak House
4340,185090413,On Tin House
4341,185090422,Recreation and Leisure Cen
4342,185090435,Fu Chak House
4343,185090443,CityU Chak On Cen
4344,185090458,Lai Chak House
4345,185093213,Magnolia House
4346,185093223,Chi Seen Lau
4347,185093233,Rose House
4348,185093240,Chi Mei Lau
4349,185093244,Hibiscus House
4350,185139089,Centenary Substation
4351,185218910,hestwood Commercial Building
4352,185253514,Hyatt Regency Hong Kong
4353,185266979,Cheng Yu Tung Building
4354,185282105,Block 6
4355,185317036,Block 1
4356,185317037,Block 2
4357,185317038,Block 3
4358,185317040,Block 4
4359,185317043,Block 5
4360,185317045,Block 6
4361,185317046,Tower 1
4362,185317047,Tower 10
4363,185317048,Tower 2
4364,185317049,Tower 3
4365,185317050,Tower 5
4366,185317051,Tower 6
4367,185317052,Tower 7
4368,185317053,Tower 8
4369,185317054,Tower 9
4370,185317056,Yau Ma Ti Ca
4371,185318967,Hoi Fu Shopping Centre
4372,185564111,Block 10
4373,185564112,Block 11
4374,185564113,Block 12
4375,185564114,Block 13
4376,185564115,Block 14
4377,185564116,Block 15
4378,185564117,Block 16
4379,185564118,Block 17
4380,185564119,Block 18
4381,185564120,Block 7
4382,185564121,Block 8
4383,185564122,Block 9
4384,185564123,Charming Garden Mult
4385,185564124,Hoi Lam House
4386,185564125,Hoi Ning House
4387,185564126,Hoi Tai House Car Park
4388,185564127,Hoi Wen House
4389,185564128,Hoi Yan House
4390,185564129,Hoi Yu House
4391,185564131,Cordis Hong Kong
4392,185631726,Block A
4393,185631727,Block B
4394,185631728,Block C
4395,185631729,Block D
4396,185666957,t college
4397,185736991,Lap-Chee College
4398,185736992,New College
4399,185736995,Chi Sun College
4400,185736997,Shun Hing College
4401,185740160,Y.C. Liang Hall
4402,186137037,Phoenix House
4403,186299278,Ng's Ancestral Hall
4404,186483934,Kwun Tong High Level Sa
4405,186495523,Heritage Hall
4406,186495524,The Gallery
4407,186639172,VB鎱堥洸灞辩櫦灏勭珯
4408,186761960,Nam Shan Estate Market
4409,186761961,Tung Yi House
4410,186786771,Education B
4411,186845721,owloon True Light School
4412,186845723,The Jockey Club Environmental
4413,186904418,Tung Kin House
4414,187110731,II YOHO Mall II
4415,187134522,Li Dak Sum Yip Yio C
4416,187134525,Lau Ming Wai Academic Buildin
4417,187134770,Tsui Tin House
4418,187134772,Chak Tin House
4419,187134773,Pak Tin Estate Block 9
4420,187134776,Fu Tin House
4421,187134777,Yue Tin House
4422,187134778,Pak Tin Estate Block 11
4423,187134779,Yun Tin House
4424,187134781,Pak Tin Estate Block 10
4425,187241859,KOLOUR 鈥 Yuen Long
4426,187345113,Royal Park Hotel
4427,187405723,Jockey Club Jat Min
4428,187405865,Sha Tin Wai
4429,187409286,Tak Yin House
4430,187409287,Tak Wa House
4431,187409289,Lok Him House
4432,187409671,Fu Yue House
4433,187409672,Fu Nga House
4434,187413993,Tung Tau Market
4435,187413995,Shing Tung House
4436,187413999,Mau Tung House
4437,187414000,On Tung House
4438,187414002,Wong Tung House
4439,187795363,Yat Tung House
4440,187795366,Ying Tung House
4441,187795368,Choi Tung House
4442,187795369,Cheung Tung House
4443,187795372,Hong Tung House
4444,187795376,Yan Tung House
4445,187795377,Hing Tung House
4446,187940340,Wu Kau Tan Public Toilet
4447,188007067,Sha Tin Telephone Exchange
4448,188007072,Shatin Assembly of God Church
4449,188010213,Li Dak Sum Building
4450,188010216,Lee Shau Kee Building
4451,188054497,Chung Wo House
4452,188054499,Chung Ping House
4453,188078715,Fan Sin Temple
4454,188183631,Shek Mun
4455,188579030,Laurel Court
4456,188579031,Bauhinia Court
4457,188579032,Lily Court
4458,188579034,Hibiscus Court
4459,188579035,Pine Court
4460,188579036,Cypress Court
4461,188579038,Begonia Court
4462,188606344,Fo Tan
4463,188630763,Tai Po Baptist Church
4464,188704498,Bonham Trade Centre
4465,188704697,Block 1
4466,188704698,Block 3
4467,188704699,Block 2
4468,188704701,Wai Wah Centre
4469,188704702,Block 4
4470,188914811,Ma Sze Yu Hall
4471,188914812,Mo Tai Temple
4472,188914827,Wun Yiu Exhibition
4473,188934428,Magazine A
4474,188934430,G琛屾斂妯 GG Block
4475,188934434,Magazine B
4476,188934435,Laboratory
4477,188934437,The Pavillon
4478,189017569,Immaculate Heart of Mary P
4479,189017570,The C
4480,189017578,Tai Po Market Telephone Ex
4481,189017586,Wing Wo Building
4482,189017591,Central Conservation Section
4483,189017594,National Education Centre
4484,189017597,Chu Ting Cheong Home for the
4485,189020339,Plaza
4486,189263940,Gold Fair House
4487,189361888,Tower 1
4488,189361889,Tower 2
4489,189361890,Tower 3
4490,189408604,Wai Dai Building
4491,189408608,Fu King Building
4492,189534573,Wan Hang House
4493,189534577,Wan Tau Tong Estate
4494,189534578,King Yan House
4495,189534579,Tak Nga Court
4496,189534580,King Yuet House
4497,189536006,Yat Wing House
4498,189536007,Yat Yan House
4499,189536008,Wan Lam House
4500,189536009,Wan Loi House
4501,189536010,Wan Tau Tong Square
4502,189782621,Shek Kip Mei Fire Station
4503,189786271,North Kowloon Magistracy
4504,189786331,Mei Shing House
4505,189786657,Public Health Laborator
4506,189786873,SKH Li K
4507,189786893,Jockey Club Ne
4508,189787115,Beacon Hill Salt Water
4509,189787124,Tai Wo Ping Salt Water
4510,189833257,Tower 5
4511,189833258,Tower 6
4512,189833259,Tower 7
4513,189833260,Tower 8
4514,189877811,Tai Po Building
4515,189877812,On Dick Building
4516,189877815,Fook Ping Building
4517,189877816,Fuk Wing Building
4518,190262901,Block 1
4519,190262903,Block 2
4520,190262904,Block 4
4521,190262906,Block 3
4522,190262908,Elegance Garden Mult
4523,190470073,Pan Chung Substation
4524,190470075,Elegance Garden Shopping Mall
4525,190470900,Man Wah Building
4526,190470902,Wing Shing Building
4527,190470905,Fuk Wah Building
4528,190547111,Block 1
4529,190547112,Block 2
4530,190547113,Block 3
4531,190547114,Block 5
4532,190547115,Block 6
4533,190547116,Block 7
4534,190547117,Block 8
4535,190779540,SKH Bishop Mok Sa
4536,190927634,Wah Kwong House
4537,190927635,Wah On House
4538,190927649,Wah Lok House
4539,190927650,Wah Mei House
4540,190932262,Wah Fu (II) Commercial Co
4541,191211598,cean One
4542,191216550,Kowloon East Operati
4543,191216552,Ngau Tau Kok Police Divisi
4544,191216558,Police Operational B
4545,191223055,Pok Fu Lam Terrace
4546,191223062,World Fair Court
4547,191223069,TWGHs Hok Shan School
4548,191342048,Kwong Fuk Market
4549,191342058,Kwong Fuk Shopping Centre
4550,191342064,Kwong Yan House
4551,191349214,Kwong Chi House
4552,191349217,Kwong Shung House
4553,191349222,Kwong Wai House
4554,191372340,Kwong Fuk Community Hall
4555,191372341,Wang Fuk Court Monthly
4556,191372999,Old Tai Po Market Railway
4557,191406268,ai Po Hui Market And Cooked Food Centre
4558,191436939,Block 1
4559,191436940,Block 2
4560,191436941,Block 3
4561,191446298,Block A
4562,191446299,Block B
4563,191446300,Block C
4564,191549084,Wang Cheong House
4565,191549086,Wang Shing House
4566,191549087,Wang Tai House
4567,191549089,Wang Sun House
4568,191549091,Wang Tao House
4569,191549092,Wang Kin House
4570,191549093,Wang Yan House
4571,191549095,Wang Chi House
4572,191713160,Li Dak Sum Yip Yio C
4573,191713469,Shin Mei House
4574,191713471,Tai Po Telephone Exchange
4575,191713473,he Church of Christ in China Tai Po Church Fu S
4576,191713482,Shin Tsui House
4577,191713485,Shin Nga House
4578,191713493,Shin Kwan House
4579,191713497,Fu Shin Sports Centre
4580,191713502,Shin Lun House
4581,191713506,Shin King House
4582,191713830,Sun Fong Chung Primary School
4583,191736507,Block 20
4584,191736508,Block 21
4585,191736509,Block 22
4586,191736510,Block 23
4587,191736511,Block A
4588,191736512,Block B
4589,191736513,Block C
4590,191736514,Block D
4591,191736515,Block E
4592,191736518,Plover Cove Garden
4593,191736530,Po Hong Mansion
4594,191736534,The Golden Gate
4595,191747287,Mrs. Elisa Li Natatorium
4596,191918730,Fu Shin Shopping Centre
4597,191926565,Tsung
4598,191926566,am Shui Natives Association Huen King Wing Scho
4599,191926567,Ming Yan House
4600,191926569,Ming Cheong House
4601,191926571,ong Kong Taoist Association The Yuen Yuen Insti
4602,191926572,Ming Hoi House
4603,191926574,Ming Nga Court Car
4604,191929022,Tai Po Mega Mall Zone A
4605,191929023,Block 2
4606,191929024,Block 3
4607,191929025,Block 1
4608,191938624,Block 5
4609,191955123,Block 10
4610,191955124,Block 18
4611,191955125,Block 17
4612,191955126,Block 16
4613,191955127,Block 19
4614,191955128,Block 11
4615,191955129,Block 12
4616,191955130,Block 14
4617,191955131,Block 15
4618,191955132,Block 4
4619,191955133,Block 6
4620,191955134,Block 7
4621,191955135,Block 8
4622,191955136,Block 9
4623,191955137,Block A
4624,191955138,Block B
4625,191955139,Block C
4626,191955140,Block D
4627,191955142,Fu Cheong Court
4628,191955143,Jade Plaza
4629,191955144,Kwai Cheong Court
4630,191955146,Tai Po Mega Mall Zone D
4631,191955147,Tai Po Centre Multi-
4632,191955149,Tai Po Plaza
4633,191955150,Wah Cheong Court
4634,191955151,Wing Cheong Court
4635,191955152,Yee Fai Court
4636,191955153,Yee Fu Court
4637,191955154,Yee Hing Court
4638,191955155,Yee Sing Court
4639,191955156,Yee Tak Court
4640,191955157,Tai Po Arts Centre
4641,192064047,Yee Leung House
4642,192067648,Yee Dat House
4643,192067649,Yee Lai House
4644,192067657,Yee Hau House
4645,192067658,Yee Shun House
4646,192069280,Hong Yan Court
4647,192069281,Tai Yuen Sewage Pumping Stati
4648,192069284,Hong Shun Court
4649,192069285,Hong Shing Court
4650,192069288,Hong Man Court
4651,192069289,Hong Che Court
4652,192232188,Block 1
4653,192232189,Block 2
4654,192232190,Block 3
4655,192232191,Block 4
4656,192232192,Block A
4657,192232193,Block B
4658,192232194,Block C
4659,192232195,Block D
4660,192232196,Eightland Gardens
4661,192232197,Treasure Garden
4662,192243898,Kam Sheung Road
4663,192243911,MTR Kam Tin Building
4664,192250549,Tai Lam Tunnel Toll Pla
4665,192250550,Tai Lam Tunnel Administ
4666,192380969,Wah Ming Shopping Centre
4667,192380979,Wah Ming Estate Multi-s
4668,192380984,FSFTF Fong Shu
4669,192380985,Fung Kai Liu Yun Sum
4670,192382266,Sheung Shui
4671,192471036,Pottinger Battery
4672,192579385,Ma On Shan
4673,192898431,Ricci Hall
4674,192898432,Lady Ho Tung Hall
4675,192898433,Pok Fu Lam Zone Substat
4676,192898434,Starr Hall
4677,192898437,Ho Tim Hall
4678,192899248,Block 2
4679,192899249,Block 3
4680,192899253,Block 1
4681,193046327,Nam Cheong Commercial Buildin
4682,193047642,Block Z
4683,193128663,Maurice R. Greenberg Building
4684,193250911,Sai Ying Pun Market
4685,193251319,Centre Street Market
4686,193647904,Tower 1
4687,193647908,Tower 2
4688,193647913,Tower 3
4689,193647914,Tower 5
4690,194019276,Fire Lookout
4691,194019286,Tai Man House
4692,194019289,Tai Tak House
4693,194019291,Tai Wing House
4694,194019301,Tai Yuen Community Hall
4695,194019306,Tai Yuen Market
4696,194019311,Tai Yuen Shopping Centre (New
4697,194092138,Yardley Commercial Building
4698,194123656,Nga Kwan House
4699,194123662,Nga Man House
4700,194123668,Nga Yin House
4701,194123678,Tai Po Sports
4702,194123681,Tai Po Sports
4703,194123693,A.L.E.M. Immanuel Lutheran College
4704,194123721,A.L.E.M. Immanuel Lutheran College
4705,194547399,C. W. Chu College
4706,194547400,"North Block, Lee Woo Sing Col"
4707,194547401,Wu Yee Sun College
4708,194547402,Dorothy and Ti-Hua K
4709,194672867,Chiller Plant Building
4710,194800788,Wong Tai Sin Telephone Exc
4711,194919334,Narcissus House
4712,194919335,Geranium House
4713,195047783,King Mei House
4714,195047784,King Lai House
4715,195047785,King Lok House
4716,195047786,King Yip House
4717,195047787,Shan King Estate Com
4718,195047788,King On House
4719,195543157,East Kowloon Psychiatri
4720,195552597,Fu Heng Estate Monthly
4721,195552603,Fu Heng Neighbourhood C
4722,195552607,Heng Cheong House
4723,195552609,Heng Lung House
4724,195552612,Heng Shing House
4725,195552616,Heng Tai House
4726,195552620,Heng Tsui House
4727,195552627,Heng Wing House
4728,195552630,Heng Yiu House
4729,195552634,Heng Yue House
4730,195688031,Chung Chun House
4731,195688032,Chung May House
4732,195688034,Chung Sin House
4733,196497201,BMW House
4734,196497205,To Kwa Wan Market
4735,196780549,Block B
4736,196780551,Block D
4737,196780552,Block C
4738,196780555,Block A
4739,196853655,Cape Collinson Lighthouse
4740,196864607,Lyemun Barracks Block
4741,196864610,Manson Industrial Building
4742,196864612,Lyemun Barracks Block
4743,196864614,Lyemun Barracks Block
4744,196864618,Lyemun Barracks Block
4745,196864622,A搴 Lyemun Barracks Bloc
4746,196864628,Lyemun Barracks Block
4747,196864632,Lyemun Barracks Block
4748,196864638,yemun Barracks Block 03
4749,196864641,Lyemun Barracks Block
4750,196864645,Lyemun Barracks Block
4751,196864647,Lyemun Barracks Block
4752,196864650,Lyemun Barracks Block
4753,196864654,Lyemun Barracks Block
4754,196864656,Centro-Sound Industrial Bu
4755,196864658,Lyemun Barracks Block
4756,196864661,Elegance Printing Centr
4757,196865703,Shau Kei Wan Basi
4758,196865705,Shau Kei Wan Wholesa
4759,197613545,Airline Store Building
4760,197613547,Chek Lap Kok Telephone Exc
4761,197614151,hell
4762,197614334,Facilities Building
4763,197614335,Office Building
4764,197614338,Air Traffic Contr
4765,197654666,Antenna Farm Building
4766,197664885,Ex-premises of
4767,197733315,Housing Authority
4768,197733645,Homantin Plaza
4769,197733647,Kwun Hei Court
4770,197733648,Ching Man House
4771,197733649,Yee Man House
4772,197733650,Choi Man House
4773,197733651,Yat Man House
4774,197733652,Sik Man House
4775,197733697,Ming Fai House
4776,197733799,Tim Man House
4777,197733800,Nga Man House
4778,197733801,Yan Man House
4779,197735959,King Man House
4780,197739478,Ho Man Tin Sports Centre
4781,197799786,Martha Boss Luthe
4782,197799789,Hong Kong Football Associatio
4783,197799790,Ellery Terrace
4784,197799791,Hong Kong Metropolit
4785,197800339,Lock Tao Nursing Home
4786,197804589,Lok Tak Lau
4787,197804590,Lok Fung Lau
4788,197804591,Lok Lun Lau
4789,197804594,Lok Kei Lau
4790,197804596,Lok Seen Lau
4791,197804598,Lok Chee Lau
4792,197804599,Lok Kwan Lau
4793,197804600,Lok Oi Lau
4794,197892015,The Hong Kong Chinese Chur
4795,197892020,TWGHs Wo
4796,197892026,he Church of Jesus Christ of Latter-day Saints
4797,197940172,SKH St. Mark's Church
4798,197940176,Ho Man Tin Telephone Excha
4799,197940179,Chinese Christian Church
4800,197981064,Hillville Terrace
4801,197981079,Tower 1
4802,197981080,Tower 2
4803,197982009,Block 6
4804,197982010,Block 7
4805,197982011,Block 2
4806,197982012,Block 5
4807,197982015,Block 3
4808,197982016,Block 8
4809,197982273,Block 3
4810,197982274,Yuen Fu Building
4811,197982275,Wing Wah Building
4812,197982276,King Fu Building
4813,197982277,Kai Fu Building
4814,197982278,Lok Wah Building
4815,197982279,Lok Wing Building
4816,197982281,Block 4
4817,197982282,Lok Fu Building
4818,197982283,Block 1
4819,197982284,Block 5
4820,197982285,Ka Fu Building
4821,197982286,Yuen Wah Building
4822,197982287,On Fu Building
4823,197982288,Wing Fu Building
4824,197982289,Ho Fu Building
4825,197982290,Block 2
4826,197982291,Ki Fu Building
4827,197982292,Kai Wing Building
4828,197982294,Ho Wing Building
4829,197982296,On Wah Building
4830,197982297,King Wing Building
4831,197982551,Lok Kwai Building
4832,197982553,On Kwai Building
4833,197982554,Kai Kwai Building
4834,197982555,Wing Wing Building
4835,197982556,On Wing Building
4836,197982557,Yuen Wing Building
4837,197983082,Tak Man Building
4838,197983083,Wing Kwai Building
4839,197983084,Yuen Kwai Building
4840,198399239,Homi Villa
4841,198436687,Block 3
4842,198437119,Saddle Ridge Garden Commercial Cent
4843,198445640,Club House
4844,198446378,Caritas Family Crisis Support Ce
4845,198446577,Multi-storey Car Park
4846,198446578,Block 11
4847,198446583,Block 7
4848,198448960,Lower Area Refuse Collecti
4849,198448961,Good Hea
4850,198458266,Upper Area Refuse Collecti
4851,198547362,Market Street Public Toilet
4852,198547363,Henry G. Leong Ya
4853,198547365,Market Street Refuse Co
4854,198547443,aint Eugene de Mazenod Oblate Primary School
4855,198547965,HSBC Centre Tower 3
4856,198548166,Tower 3
4857,198548169,Hoi Ming Court
4858,198548171,Tower 1
4859,198548172,Tower 2
4860,198548173,HSBC Centre
